year,jn_code,hybrid_oa_articles,articles,journal_title,e_issn,oa_mode
2016,CASP,1,37,Journal of Community & Applied Social Psychology,1099-1298,hybrid oa
2016,CBDD,2,204,Chemical Biology & Drug Design,1747-0285,hybrid oa
2016,CBIC,4,430,ChemBioChem,1439-7633,hybrid oa
2016,CBM,1,34,Criminal Behaviour and Mental Health,1471-2857,hybrid oa
2016,CCD,5,473,Catheterization and Cardiovascular Interventions,1522-726X,hybrid oa
2016,CCH,2,124,"Child: Care, Health and Development",1365-2214,hybrid oa
2016,CCTC,4,601,ChemCatChem,1867-3899,hybrid oa
2016,CDEP,1,57,Child Development Perspectives,1750-8606,hybrid oa
2016,CDEV,5,232,Child Development,1467-8624,hybrid oa
2016,CDOE,1,65,Community Dentistry and Oral Epidemiology,1600-0528,hybrid oa
2016,CEA,1,204,Clinical & Experimental Allergy,1365-2222,hybrid oa
2016,CEI,6,162,Clinical & Experimental Immunology,1365-2249,hybrid oa
2016,CELC,3,371,ChemElectroChem,2196-0216,hybrid oa
2016,CEN,6,298,Clinical Endocrinology,1365-2265,hybrid oa
2016,CEN3,1,68,Clinical and Experimental Neuroimmunology,1759-1961,hybrid oa
2016,CEO,1,233,Clinical & Experimental Ophthalmology,1442-9071,hybrid oa
2016,CFS,1,84,Child & Family Social Work,1365-2206,hybrid oa
2016,CGE,4,215,Clinical Genetics,1399-0004,hybrid oa
2016,CGF,2,275,Computer Graphics Forum,1467-8659,hybrid oa
2016,CHD,1,108,Congenital Heart Disease,1747-0803,hybrid oa
2016,CHEM,56,2785,Chemistry - A European Journal,1521-3765,hybrid oa
2016,CHIR,2,109,Chirality,1520-636X,hybrid oa
2016,CHSO,2,42,Children & Society,1099-0860,hybrid oa
2016,CID,2,70,Clinical Implant Dentistry and Related Research,1708-8208,hybrid oa
2016,CLR,6,875,Clinical Oral Implants Research,1600-0501,hybrid oa
2016,CM,1,75,Cytoskeleton,1949-3592,hybrid oa
2016,CMDC,2,308,ChemMedChem,1860-7187,hybrid oa
2016,CMI,12,158,Cellular Microbiology,1462-5822,hybrid oa
2016,CNCR,8,622,Cancer,1097-0142,hybrid oa
2016,CNE,8,198,The Journal of Comparative Neurology,1096-9861,hybrid oa
2016,CNM,2,87,International Journal for Numerical Methods in Biomedical Engineering,2040-7947,hybrid oa
2016,COA,4,315,Clinical Otolaryngology,1749-4486,hybrid oa
2016,COBI,12,202,Conservation Biology,1523-1739,hybrid oa
2016,COD,1,194,Contact Dermatitis,1600-0536,hybrid oa
2016,COGS,6,143,Cognitive Science - A Multidisciplinary Journal,1551-6709,hybrid oa
2016,CPDD,13,77,Clinical Pharmacology in Drug Development,2160-7648,hybrid oa
2016,CPE,4,298,Concurrency and Computation: Practice and Experience,1532-0634,hybrid oa
2016,CPF,3,76,Clinical Physiology and Functional Imaging,1475-097X,hybrid oa
2016,CPHC,7,619,ChemPhysChem,1439-7641,hybrid oa
2016,CPLU,2,249,ChemPlusChem,2192-6506,hybrid oa
2016,CPP,1,76,Clinical Psychology & Psychotherapy,1099-0879,hybrid oa
2016,CPT,7,261,Clinical Pharmacology & Therapeutics,1532-6535,hybrid oa
2016,CRJ,4,173,The Clinical Respiratory Journal,1752-699X,hybrid oa
2016,CSSC,14,575,ChemSusChem,1864-564X,hybrid oa
2016,CURJ,2,35,The Curriculum Journal,1469-3704,hybrid oa
2016,CXO,3,180,Clinical and Experimental Optometry,1444-0938,hybrid oa
2016,CYT,1,108,Cytopathology,1365-2303,hybrid oa
2016,CYTB,1,205,Cytometry Part A,1552-4930,hybrid oa
2016,DA,3,126,Depression and Anxiety,1520-6394,hybrid oa
2016,DAR,9,108,Drug and Alcohol Review,1465-3362,hybrid oa
2016,DDR,1,73,Drug Development Research,1098-2299,hybrid oa
2016,DECI,1,69,Decision Sciences,1540-5915,hybrid oa
2016,DESC,11,139,Developmental Science,1467-7687,hybrid oa
2016,DEV,1,102,Developmental Psychobiology,1098-2302,hybrid oa
2016,DEWB,2,39,Developing World Bioethics,1471-8847,hybrid oa
2016,DMCN,6,666,Developmental Medicine & Child Neurology,1469-8749,hybrid oa
2016,DME,14,343,Diabetic Medicine,1464-5491,hybrid oa
2016,DMRR,4,143,Diabetes/Metabolism Research and Reviews,1520-7560,hybrid oa
2016,DNEU,4,92,Developmental Neurobiology,1932-846X,hybrid oa
2016,DOM,33,234,"Diabetes, Obesity and Metabolism",1463-1326,hybrid oa
2016,DPR,4,59,Development Policy Review,1467-7679,hybrid oa
2016,DTA,2,191,Drug Testing and Analysis,1942-7611,hybrid oa
2016,DTH,1,128,Dermatologic Therapy,1529-8019,hybrid oa
2016,DYS,1,31,Dyslexia,1099-0909,hybrid oa
2016,EAP,2,231,Ecological Applications,1939-5582,hybrid oa
2016,EAT,2,148,International Journal of Eating Disorders,1098-108X,hybrid oa
2016,ECC,6,200,European Journal of Cancer Care,1365-2354,hybrid oa
2016,ECI,2,151,European Journal of Clinical Investigation,1365-2362,hybrid oa
2016,ECIN,1,121,Economic Inquiry,1465-7295,hybrid oa
2016,ECM,1,29,Ecological Monographs,1557-7015,hybrid oa
2016,ECO,4,86,Ecohydrology,1936-0592,hybrid oa
2016,ECOG,6,137,Ecography,1600-0587,hybrid oa
2016,ECY,5,379,Ecology,1939-9170,hybrid oa
2016,EDT,1,58,Dental Traumatology,1600-9657,hybrid oa
2016,EEA,1,134,Entomologia Experimentalis et Applicata,1570-7458,hybrid oa
2016,EEN,2,84,Ecological Entomology,1365-2311,hybrid oa
2016,EFF,4,59,Ecology of Freshwater Fish,1600-0633,hybrid oa
2016,EFP,1,75,Forest Pathology,1439-0329,hybrid oa
2016,EIP,3,95,Early Intervention in Psychiatry,1751-7893,hybrid oa
2016,EJE,2,72,European Journal of Dental Education,1600-0579,hybrid oa
2016,EJH,1,138,European Journal of Haematology,1600-0609,hybrid oa
2016,EJHF,9,293,European Journal of Heart Failure,1879-0844,hybrid oa
2016,EJI,12,356,European Journal of Immunology,1521-4141,hybrid oa
2016,EJN,8,332,European Journal of Neuroscience,1460-9568,hybrid oa
2016,EJOC,4,785,European Journal of Organic Chemistry,1099-0690,hybrid oa
2016,EJP,9,160,European Journal of Pain,1532-2149,hybrid oa
2016,EJPR,4,60,European Journal of Political Research,1475-6765,hybrid oa
2016,EJSP,1,53,European Journal of Social Psychology,1099-0992,hybrid oa
2016,ELAN,2,385,Electroanalysis,1521-4109,hybrid oa
2016,ELE,8,158,Ecology Letters,1461-0248,hybrid oa
2016,ELPS,3,418,ELECTROPHORESIS,1522-2683,hybrid oa
2016,EM,1,75,Environmental and Molecular Mutagenesis,1098-2280,hybrid oa
2016,EMBJ,68,222,The EMBO Journal,1460-2075,hybrid oa
2016,EMBR,37,203,EMBO Reports,1469-3178,hybrid oa
2016,EMI,39,349,Environmental Microbiology,1462-2920,hybrid oa
2016,EMI4,2,137,Environmental Microbiology Reports,1758-2229,hybrid oa
2016,ENE,4,290,European Journal of Neurology,1468-1331,hybrid oa
2016,ENTE,4,233,Energy Technology,2194-4296,hybrid oa
2016,ENV,1,55,Environmetrics,1099-095X,hybrid oa
2016,EPI,6,329,Epilepsia,1528-1167,hybrid oa
2016,EPP,1,85,EPPO Bulletin,1365-2338,hybrid oa
2016,EQE,2,166,Earthquake Engineering & Structural Dynamics,1096-9845,hybrid oa
2016,ER,4,226,International Journal of Energy Research,1099-114X,hybrid oa
2016,ERE,10,99,Ecological Research,1440-1703,hybrid oa
2016,ERV,1,60,European Eating Disorders Review,1099-0968,hybrid oa
2016,ESP,7,227,Earth Surface Processes and Landforms,1096-9837,hybrid oa
2016,ETC,14,460,Environmental Toxicology and Chemistry,1552-8618,hybrid oa
2016,ETEP,2,141,International Transactions on Electrical Energy Systems,2050-7038,hybrid oa
2016,ETH,1,101,Ethology,1439-0310,hybrid oa
2016,ETT,2,132,Transactions on Emerging Telecommunications Technologies,2161-3915,hybrid oa
2016,EVE,3,149,Equine Veterinary Education,2042-3292,hybrid oa
2016,EVJ,7,247,Equine Veterinary Journal,2042-3306,hybrid oa
2016,EVO,9,293,Evolution,1558-5646,hybrid oa
2016,EXD,3,299,Experimental Dermatology,1600-0625,hybrid oa
2016,FAF,4,58,Fish and Fisheries,1467-2979,hybrid oa
2016,FEB2,8,491,FEBS Letters,1873-3468,hybrid oa
2016,FEBS,5,362,The FEBS Journal,1742-4658,hybrid oa
2016,FEC,9,197,Functional Ecology,1365-2435,hybrid oa
2016,FFE,1,175,Fatigue & Fracture of Engineering Materials & Structures,1460-2695,hybrid oa
2016,FISC,1,37,Fiscal Studies,1475-5890,hybrid oa
2016,FLD,4,155,International Journal for Numerical Methods in Fluids,1097-0363,hybrid oa
2016,FOG,5,59,Fisheries Oceanography,1365-2419,hybrid oa
2016,FUCE,1,101,Fuel Cells,1615-6854,hybrid oa
2016,FWB,1,169,Freshwater Biology,1365-2427,hybrid oa
2016,GBB,2,94,"Genes, Brain and Behavior",1601-183X,hybrid oa
2016,GBC,7,121,Global Biogeochemical Cycles,1944-9224,hybrid oa
2016,GBI,1,50,Geobiology,1472-4669,hybrid oa
2016,GCB,36,448,Global Change Biology,1365-2486,hybrid oa
2016,GCC,1,98,"Genes, Chromosomes and Cancer",1098-2264,hybrid oa
2016,GEB,11,144,Global Ecology and Biogeography,1466-8238,hybrid oa
2016,GEOJ,1,37,The Geographical Journal,1475-4959,hybrid oa
2016,GEPI,2,81,Genetic Epidemiology,1098-2272,hybrid oa
2016,GFS,1,59,Grass and Forage Science,1365-2494,hybrid oa
2016,GGGE,7,294,"Geochemistry, Geophysics, Geosystems",1525-2027,hybrid oa
2016,GGI,6,256,Geriatrics & Gerontology International,1447-0594,hybrid oa
2016,GGR,2,50,Geostandards & Geoanalytical Research,1751-908X,hybrid oa
2016,GLAL,1,32,German Life and Letters,1468-0483,hybrid oa
2016,GLIA,8,144,Glia,1098-1136,hybrid oa
2016,GLOB,1,48,Global Networks,1471-0374,hybrid oa
2016,GOVE,1,77,Governance,1468-0491,hybrid oa
2016,GPOL,2,100,Global Policy,1758-5899,hybrid oa
2016,GPS,10,228,International Journal of Geriatric Psychiatry,1099-1166,hybrid oa
2016,GRL,193,1503,Geophysical Research Letters,1944-8007,hybrid oa
2016,GTC,2,123,Genes to Cells,1365-2443,hybrid oa
2016,GWAO,2,44,"Gender, Work & Organisation",1468-0432,hybrid oa
2016,GWAT,2,98,Groundwater,1745-6584,hybrid oa
2016,GWMR,1,52,Groundwater Monitoring & Remediation,1745-6592,hybrid oa
2016,HAE,10,287,Haemophilia,1365-2516,hybrid oa
2016,HDI,2,135,Hemodialysis International,1542-4758,hybrid oa
2016,HEAD,1,240,Headache: The Journal of Head and Face Pain,1526-4610,hybrid oa
2016,HEC,8,155,Health Economics,1099-1050,hybrid oa
2016,HED,5,343,Head & Neck,1097-0347,hybrid oa
2016,HEL,2,79,Helicobacter,1523-5378,hybrid oa
2016,HEP,20,655,Hepatology,1527-3350,hybrid oa
2016,HEPR,12,212,Hepatology Research,1872-034X,hybrid oa
2016,HER,1,178,The Economic History Review,1468-0289,hybrid oa
2016,HESR,2,226,Health Services Research,1475-6773,hybrid oa
2016,HIC3,1,62,History Compass,1478-0542,hybrid oa
2016,HIPO,6,120,Hippocampus,1098-1063,hybrid oa
2016,HIR,1,33,Health Information and Libraries Journal,1471-1842,hybrid oa
2016,HIS,3,253,Histopathology,1365-2559,hybrid oa
2016,HIST,2,185,History,1468-229X,hybrid oa
2016,HIV,11,127,HIV Medicine,1468-1293,hybrid oa
2016,HON,4,101,Hematological Oncology,1099-1069,hybrid oa
2016,HPJA,11,69,Health Promotion Journal of Australia,2201-1617,hybrid oa
2016,HPM,7,61,The International Journal of Health Planning and Management,1099-1751,hybrid oa
2016,HRMJ,1,36,Human Resource Management Journal,1748-8583,hybrid oa
2016,HSC,11,93,Health and Social Care in the Community,1365-2524,hybrid oa
2016,HUMU,4,189,Human Mutation,1098-1004,hybrid oa
2016,HYP,2,335,Hydrological Processes,1099-1085,hybrid oa
2016,IBI,4,104,Ibis,1474-919X,hybrid oa
2016,ICD,2,69,Infant and Child Development,1522-7219,hybrid oa
2016,ICS,6,91,International Journal of Cosmetic Science,1468-2494,hybrid oa
2016,IDH,7,72,International Journal of Dental Hygiene,1601-5037,hybrid oa
2016,IDJ,2,75,International Dental Journal,1875-595X,hybrid oa
2016,IEAM,6,131,Integrated Environmental Assessment and Management,1551-3793,hybrid oa
2016,IEP,1,56,International Journal of Experimental Pathology,1365-2613,hybrid oa
2016,IJAC,1,133,International Journal of Applied Ceramic Technology,1744-7402,hybrid oa
2016,IJAG,1,77,International Journal of Applied Glass Science,2041-1294,hybrid oa
2016,IJAL,1,33,International Journal of Applied Linguistics,1473-4192,hybrid oa
2016,IJC,17,570,International Journal of Cancer,1097-0215,hybrid oa
2016,IJCP,2,155,International Journal of Clinical Practice,1742-1241,hybrid oa
2016,IJD,3,297,International Journal of Dermatology,1365-4632,hybrid oa
2016,IJFS,1,312,International Journal of Food Science & Technology,1365-2621,hybrid oa
2016,IJGO,35,358,International Journal of Gynecology &Obstetrics,1879-3479,hybrid oa
2016,IJMR,2,40,International Journal of Management Reviews,1468-2370,hybrid oa
2016,IJOP,2,163,International Journal of Psychology,1464-066X,hybrid oa
2016,IJPO,5,106,Pediatric Obesity,2047-6310,hybrid oa
2016,IJPP,1,86,International Journal of Pharmacy Practice,2042-7174,hybrid oa
2016,IJSW,1,57,International Journal of Social Welfare,1468-2397,hybrid oa
2016,IJUN,1,25,International Journal of Urological Nursing,1749-771X,hybrid oa
2016,IMCB,18,125,Immunology & Cell Biology,1440-1711,hybrid oa
2016,IMIG,1,69,International Migration,1468-2435,hybrid oa
2016,IMM,7,131,Immunology,1365-2567,hybrid oa
2016,IMR,1,102,Immunological Reviews,1600-065X,hybrid oa
2016,INA,10,88,Indoor Air,1600-0668,hybrid oa
2016,INM,2,113,International Journal of Mental Health Nursing,1447-0349,hybrid oa
2016,INR,1,104,International Nursing Review,1466-7657,hybrid oa
2016,INS,2,134,Insect Science,1744-7917,hybrid oa
2016,IPD,1,66,International Journal of Paediatric Dentistry,1365-263X,hybrid oa
2016,ISJ,1,37,Information Systems Journal,1365-2575,hybrid oa
2016,IVB,1,48,Invertebrate Biology,1744-7410,hybrid oa
2016,IWJ,6,158,International Wound Journal,1742-481X,hybrid oa
2016,JACE,1,596,Journal of the American Ceramic Society,1551-2916,hybrid oa
2016,JADE,1,56,International Journal of Art & Design Education,1476-8070,hybrid oa
2016,JAGE,2,63,Journal of Agricultural Economics,1477-9552,hybrid oa
2016,JAM,3,349,Journal of Applied Microbiology,1365-2672,hybrid oa
2016,JAN,8,352,Journal of Advanced Nursing,1365-2648,hybrid oa
2016,JANE,27,146,Journal of Animal Ecology,1365-2656,hybrid oa
2016,JAPP,6,87,Journal of Applied Philosophy,1468-5930,hybrid oa
2016,JAR,5,90,Journal of Applied Research in Intellectual Disabilities,1468-3148,hybrid oa
2016,JAT,4,149,Journal of Applied Toxicology,1099-1263,hybrid oa
2016,JAV,2,79,Journal of Avian Biology,1600-048X,hybrid oa
2016,JAWR,2,113,Journal of the American Water Resources Association,1752-1688,hybrid oa
2016,JBFA,1,61,Journal of Business Finance & Accounting,1468-5957,hybrid oa
2016,JBG,3,53,Journal of Animal Breeding and Genetics,1439-0388,hybrid oa
2016,JBI,3,245,Journal of Biogeography,1365-2699,hybrid oa
2016,JBIO,3,211,Journal of Biophotonics,1864-0648,hybrid oa
2016,JBM,4,326,Journal of Biomedical Materials Research Part A,1552-4965,hybrid oa
2016,JBMB,4,229,Journal of Biomedical Materials Research Part B: Applied Biomaterials,1552-4981,hybrid oa
2016,JBMR,3,298,Journal of Bone and Mineral Research,1523-4681,hybrid oa
2016,JCAL,1,44,Journal of Computer Assisted Learning,1365-2729,hybrid oa
2016,JCB,1,281,Journal of Cellular Biochemistry,1097-4644,hybrid oa
2016,JCC,7,354,Journal of Computational Chemistry,1096-987X,hybrid oa
2016,JCCM,1,41,Journal of Contingencies and Crisis Management,1468-5973,hybrid oa
2016,JCE,3,248,Journal of Cardiovascular Electrophysiology,1540-8167,hybrid oa
2016,JCH,3,195,The Journal of Clinical Hypertension,1751-7176,hybrid oa
2016,JCLP,1,178,Journal of Clinical Psychology,1097-4679,hybrid oa
2016,JCMS,1,163,JCMS: Journal of Common Market Studies,1468-5965,hybrid oa
2016,JCP,5,305,Journal of Cellular Physiology,1097-4652,hybrid oa
2016,JCPE,3,169,Journal of Clinical Periodontology,1600-051X,hybrid oa
2016,JCPH,12,186,Journal of Clinical Pharmacology,1552-4604,hybrid oa
2016,JCPT,1,149,Journal of Clinical Pharmacy and Therapeutics,1365-2710,hybrid oa
2016,JCR,60,271,Journal of Applied Crystallography,1600-5767,hybrid oa
2016,JCU,1,106,Journal of Clinical Ultrasound,1097-0096,hybrid oa
2016,JDB,13,148,Journal of Diabetes,1753-0407,hybrid oa
2016,JDE,4,481,The Journal of Dermatology,1346-8138,hybrid oa
2016,JDN,1,94,International Journal of Developmental Neuroscience,1873-474X,hybrid oa
2016,JDV,12,530,Journal of the European Academy of Dermatology and Venereology,1468-3083,hybrid oa
2016,JEAB,1,48,Journal of the Experimental Analysis of Behavior,1938-3711,hybrid oa
2016,JEB,6,232,Journal of Evolutionary Biology,1420-9101,hybrid oa
2016,JEC,4,190,Journal of Ecology,1365-2745,hybrid oa
2016,JECS,1,87,Journal For Eighteenth-Century Studies,1754-0208,hybrid oa
2016,JEMT,2,211,Microscopy Research and Technique,1097-0029,hybrid oa
2016,JEN,3,78,Journal of Applied Entomology,1439-0418,hybrid oa
2016,JEP,7,171,Journal of Evaluation in Clinical Practice,1365-2753,hybrid oa
2016,JERD,1,75,Journal of Esthetic and Restorative Dentistry,1708-8240,hybrid oa
2016,JFB,2,382,Journal of Fish Biology,1095-8649,hybrid oa
2016,JFD,5,158,Journal of Fish Diseases,1365-2761,hybrid oa
2016,JFDS,1,385,Journal of Food Science,1750-3841,hybrid oa
2016,JFO,1,328,Journal of Forensic Sciences,1556-4029,hybrid oa
2016,JFPE,1,193,Journal of Food Process Engineering,1745-4530,hybrid oa
2016,JFPP,5,479,Journal of Food Processing and Preservation,1745-4549,hybrid oa
2016,JGC4,14,132,Journal of Genetic Counseling,1573-3599,hybrid oa
2016,JGH,3,352,Journal of Gastroenterology and Hepatology,1440-1746,hybrid oa
2016,JGRA,72,840,Journal of Geophysical Research: Space Physics,2169-9402,hybrid oa
2016,JGRB,30,479,Journal of Geophysical Research: Solid Earth,2169-9356,hybrid oa
2016,JGRC,55,505,Journal of Geophysical Research: Oceans,2169-9291,hybrid oa
2016,JGRD,59,858,Journal of Geophysical Research: Atmospheres,2169-8996,hybrid oa
2016,JGRE,5,135,Journal of Geophysical Research: Planets,2169-9100,hybrid oa
2016,JGRF,14,140,Journal of Geophysical Research: Earth Surface,2169-9011,hybrid oa
2016,JGRG,6,211,Journal of Geophysical Research: Biogeosciences,2169-8961,hybrid oa
2016,JGS,7,812,Journal of American Geriatrics Society,1532-5415,hybrid oa
2016,JHN,1,89,Journal of Human Nutrition and Dietetics,1365-277X,hybrid oa
2016,JID,1,80,Journal of International Development,1099-1328,hybrid oa
2016,JIEC,11,138,Journal of Industrial Ecology,1530-9290,hybrid oa
2016,JIMD,25,97,Journal of Inherited Metabolic Disease,1573-2665,hybrid oa
2016,JIP,4,23,Journal of Investigative Psychology and Offender Profiling,1544-4767,hybrid oa
2016,JIPB,1,72,Journal of Integrative Plant Biology,1744-7909,hybrid oa
2016,JJNS,1,55,Japan Journal of Nursing Science,1742-7924,hybrid oa
2016,JLB,5,272,Journal of Leukocyte Biology,1938-3673,hybrid oa
2016,JLCD,4,93,International Journal of Language & CommunicationDisorders,1460-6984,hybrid oa
2016,JLMS,2,105,Journal of the London Mathematical Society,1469-7750,hybrid oa
2016,JMG,1,68,Journal of Metamorphic Geology,1525-1314,hybrid oa
2016,JMI,3,142,Journal of Microscopy,1365-2818,hybrid oa
2016,JMOR,1,150,Journal of Morphology,1097-4687,hybrid oa
2016,JMRI,17,421,Journal of Magnetic Resonance Imaging,1522-2586,hybrid oa
2016,JMS,1,159,Journal of Mass Spectrometry,1096-9888,hybrid oa
2016,JMV,4,294,Journal of Medical Virology,1096-9071,hybrid oa
2016,JMWH,3,198,Journal of Midwifery & Women's Health,1542-2011,hybrid oa
2016,JNC,6,440,Journal of Neurochemistry,1471-4159,hybrid oa
2016,JNP,1,20,Journal of Neuropsychology,1748-6653,hybrid oa
2016,JNR,8,287,Journal of Neuroscience Research,1097-4547,hybrid oa
2016,JNU,2,76,Journal of Nursing Scholarship,1547-5069,hybrid oa
2016,JOA,5,152,Journal of Anatomy,1469-7580,hybrid oa
2016,JOB,4,84,Journal of Organizational Behavior,1099-1379,hybrid oa
2016,JOC,26,373,International Journal of Climatology,1097-0088,hybrid oa
2016,JOCD,3,96,Journal of Cosmetic Dermatology,1473-2165,hybrid oa
2016,JOCN,3,451,Journal of Clinical Nursing,1365-2702,hybrid oa
2016,JOFT,1,45,Journal of Family Therapy,1467-6427,hybrid oa
2016,JOHS,1,30,Journal of Historical Sociology,1467-6443,hybrid oa
2016,JOIM,6,129,Journal of Internal Medicine,1365-2796,hybrid oa
2016,JOMF,2,125,Journal of Marriage and Family,1741-3737,hybrid oa
2016,JOMS,1,63,Journal of Management Studies,1467-6486,hybrid oa
2016,JON,4,92,Journal of Neuroimaging,1552-6569,hybrid oa
2016,JOOM,3,53,Journal of Operations Management,1873-1317,hybrid oa
2016,JOP,3,120,Journal of Oral Pathology & Medicine,1600-0714,hybrid oa
2016,JOPE,1,63,Journal of Philosophy of Education,1467-9752,hybrid oa
2016,JOPY,2,67,Journal of Personality,1467-6494,hybrid oa
2016,JOR,9,322,Journal of Orthopaedic Research ®,1554-527X,hybrid oa
2016,JORA,1,54,Journal of Research On Adolescence,1532-7795,hybrid oa
2016,JORH,1,86,Journal of Religious History,1467-9809,hybrid oa
2016,JORI,2,69,Journal of Risk and Insurance,1539-6975,hybrid oa
2016,JOSH,1,128,Journal of School Health,1746-1561,hybrid oa
2016,JOSL,1,55,Journal of Sociolinguistics,1467-9841,hybrid oa
2016,JPC,2,378,Journal of Paediatrics and Child Health,1440-1754,hybrid oa
2016,JPE,27,259,Journal of Applied Ecology,1365-2664,hybrid oa
2016,JPH,1,79,Journal of Phytopathology,1439-0434,hybrid oa
